Match Number,Round Number,Home Team,Away Team,Result,Winner,Home Team Goals,Away Team Goals,Match Goals,Home Team Name,Away Team Name,Home is Winner,Goal Difference,Home Goals Ratio,Away Goals Ratio,Home Team Evaluation,Away Team Evaluation,Penalties,Penalties Winner
19,2,8,4,2 - 0,8,2,0,2,Paris Saint-Germain,Manchester City,1,2,1.0,0.0,19.0,27.0,0,
20,2,24,31,1 - 2,31,1,2,3,RB Leipzig,Club Brugge,0,-1,0.3333333333333333,0.6666666666666666,17.0,7.0,0,
21,2,12,5,1 - 5,5,1,5,6,FC Porto,Liverpool,0,-4,0.16666666666666666,0.8333333333333334,10.0,33.0,0,
22,2,25,7,1 - 2,7,1,2,3,AC Milan,Atlético Madrid,0,-1,0.3333333333333333,0.6666666666666666,7.0,19.0,0,
23,2,13,29,1 - 0,13,1,0,1,Borussia Dortmund,Sporting CP Lisbon,1,1,1.0,0.0,10.0,16.0,0,
24,2,1,104,1 - 2,104,1,2,3,Real Madrid,Sheriff Tiraspol,0,-1,0.3333333333333333,0.6666666666666666,30.0,9.0,0,
25,2,504,55,1 - 0,504,1,0,1,Atlantas Klaipeda,Young Boys,1,1,1.0,0.0,,8.0,0,
26,2,30,86,4 - 0,30,4,0,4,Zenit St. Petersburg,Malmö FF,1,4,1.0,0.0,8.0,5.0,0,
27,2,2,33,5 - 0,2,5,0,5,Bayern München,Dynamo Kyiv,1,5,1.0,0.0,26.0,5.0,0,
28,2,20,3,3 - 0,20,3,0,3,Benfica,FC Barcelona,1,3,1.0,0.0,20.0,15.0,0,
29,2,11,19,2 - 1,11,2,1,3,Manchester United,Villarreal,1,1,0.6666666666666666,0.3333333333333333,18.0,24.0,0,
30,2,54,10,1 - 1,10,1,1,2,VfL Wolfsburg,Sevilla,0,0,0.5,0.5,8.0,12.0,0,
31,2,28,71,2 - 1,28,2,1,3,FC Salzburg,Lille OSC,1,1,0.6666666666666666,0.3333333333333333,17.0,17.0,0,
32,2,6,9,1 - 0,6,1,0,1,Juventus,Chelsea,1,1,1.0,0.0,20.0,25.0,0,
33,3,31,4,1 - 5,4,1,5,6,Club Brugge,Manchester City,0,-4,0.16666666666666666,0.8333333333333334,7.0,27.0,0,
34,3,46,29,1 - 4,29,1,4,5,Besiktas,Sporting CP Lisbon,0,-3,0.2,0.8,4.0,16.0,0,
35,3,8,24,3 - 2,8,3,2,5,Paris Saint-Germain,RB Leipzig,1,1,0.6,0.4,19.0,17.0,0,
36,3,12,25,1 - 0,12,1,0,1,FC Porto,AC Milan,1,1,1.0,0.0,10.0,7.0,0,
37,3,7,5,2 - 3,5,2,3,5,Atlético Madrid,Liverpool,0,-1,0.4,0.6,19.0,33.0,0,
38,3,17,13,4 - 0,17,4,0,4,Ajax,Borussia Dortmund,1,4,1.0,0.0,22.0,10.0,0,
39,3,18,104,3 - 1,18,3,1,4,Internazionale,Sheriff Tiraspol,1,2,0.75,0.25,18.0,9.0,0,
40,3,21,1,0 - 5,1,0,5,5,Shakhtar Donetsk,Real Madrid,0,-5,0.0,1.0,6.0,30.0,0,
41,3,3,33,1 - 0,3,1,0,1,FC Barcelona,Dynamo Kyiv,1,1,1.0,0.0,15.0,5.0,0,
42,3,28,54,3 - 1,28,3,1,4,FC Salzburg,VfL Wolfsburg,1,2,0.75,0.25,17.0,8.0,0,
43,3,20,2,0 - 4,2,0,4,4,Benfica,Bayern München,0,-4,0.0,1.0,20.0,26.0,0,
44,3,55,19,1 - 4,19,1,4,5,Young Boys,Villarreal,0,-3,0.2,0.8,8.0,24.0,0,
45,3,11,504,3 - 2,11,3,2,5,Manchester United,Atlantas Klaipeda,1,1,0.6,0.4,18.0,,0,
46,3,71,10,0 - 0,10,0,0,0,Lille OSC,Sevilla,0,0,,,17.0,12.0,1,10.0
47,3,9,86,4 - 0,9,4,0,4,Chelsea,Malmö FF,1,4,1.0,0.0,25.0,5.0,0,
48,3,30,6,0 - 1,6,0,1,1,Zenit St. Petersburg,Juventus,0,-1,0.0,1.0,8.0,20.0,0,
49,4,54,28,2 - 1,54,2,1,3,VfL Wolfsburg,FC Salzburg,1,1,0.6666666666666666,0.3333333333333333,8.0,17.0,0,
50,4,86,9,0 - 1,9,0,1,1,Malmö FF,Chelsea,0,-1,0.0,1.0,5.0,25.0,0,
51,4,33,3,0 - 1,3,0,1,1,Dynamo Kyiv,FC Barcelona,0,-1,0.0,1.0,5.0,15.0,0,
52,4,2,20,5 - 2,2,5,2,7,Bayern München,Benfica,1,3,0.7142857142857143,0.2857142857142857,26.0,20.0,0,
53,4,19,55,2 - 0,19,2,0,2,Villarreal,Young Boys,1,2,1.0,0.0,24.0,8.0,0,
54,4,504,11,2 - 2,11,2,2,4,Atlantas Klaipeda,Manchester United,0,0,0.5,0.5,,18.0,0,
55,4,10,71,1 - 2,71,1,2,3,Sevilla,Lille OSC,0,-1,0.3333333333333333,0.6666666666666666,12.0,17.0,0,
56,4,6,30,4 - 2,6,4,2,6,Juventus,Zenit St. Petersburg,1,2,0.6666666666666666,0.3333333333333333,20.0,8.0,0,
57,4,25,12,1 - 1,12,1,1,2,AC Milan,FC Porto,0,0,0.5,0.5,7.0,10.0,0,
58,4,1,21,2 - 1,1,2,1,3,Real Madrid,Shakhtar Donetsk,1,1,0.6666666666666666,0.3333333333333333,30.0,6.0,0,
59,4,4,31,4 - 1,4,4,1,5,Manchester City,Club Brugge,1,3,0.8,0.2,27.0,7.0,0,
60,4,24,8,2 - 2,8,2,2,4,RB Leipzig,Paris Saint-Germain,0,0,0.5,0.5,17.0,19.0,0,
61,4,5,7,2 - 0,5,2,0,2,Liverpool,Atlético Madrid,1,2,1.0,0.0,33.0,19.0,0,
62,4,29,46,4 - 0,29,4,0,4,Sporting CP Lisbon,Besiktas,1,4,1.0,0.0,16.0,4.0,0,
63,4,13,17,1 - 3,17,1,3,4,Borussia Dortmund,Ajax,0,-2,0.25,0.75,10.0,22.0,0,
64,4,104,18,1 - 3,18,1,3,4,Sheriff Tiraspol,Internazionale,0,-2,0.25,0.75,9.0,18.0,0,
65,5,33,2,1 - 2,2,1,2,3,Dynamo Kyiv,Bayern München,0,-1,0.3333333333333333,0.6666666666666666,5.0,26.0,0,
66,5,19,11,0 - 2,11,0,2,2,Villarreal,Manchester United,0,-2,0.0,1.0,24.0,18.0,0,
67,5,3,20,0 - 0,20,0,0,0,FC Barcelona,Benfica,0,0,,,15.0,20.0,1,20.0
68,5,55,504,3 - 3,504,3,3,6,Young Boys,Atlantas Klaipeda,0,0,0.5,0.5,8.0,,0,
69,5,71,28,1 - 0,71,1,0,1,Lille OSC,FC Salzburg,1,1,1.0,0.0,17.0,17.0,0,
70,5,10,54,2 - 0,10,2,0,2,Sevilla,VfL Wolfsburg,1,2,1.0,0.0,12.0,8.0,0,
71,5,86,30,1 - 1,30,1,1,2,Malmö FF,Zenit St. Petersburg,0,0,0.5,0.5,5.0,8.0,0,
72,5,9,6,4 - 0,9,4,0,4,Chelsea,Juventus,1,4,1.0,0.0,25.0,20.0,0,
73,5,46,17,1 - 2,17,1,2,3,Besiktas,Ajax,0,-1,0.3333333333333333,0.6666666666666666,4.0,22.0,0,
74,5,18,21,2 - 0,18,2,0,2,Internazionale,Shakhtar Donetsk,1,2,1.0,0.0,18.0,6.0,0,
75,5,31,24,0 - 5,24,0,5,5,Club Brugge,RB Leipzig,0,-5,0.0,1.0,7.0,17.0,0,
76,5,4,8,2 - 1,4,2,1,3,Manchester City,Paris Saint-Germain,1,1,0.6666666666666666,0.3333333333333333,27.0,19.0,0,
77,5,7,25,0 - 1,25,0,1,1,Atlético Madrid,AC Milan,0,-1,0.0,1.0,19.0,7.0,0,
78,5,5,12,2 - 0,5,2,0,2,Liverpool,FC Porto,1,2,1.0,0.0,33.0,10.0,0,
79,5,29,13,3 - 1,29,3,1,4,Sporting CP Lisbon,Borussia Dortmund,1,2,0.75,0.25,16.0,10.0,0,
80,5,104,1,0 - 3,1,0,3,3,Sheriff Tiraspol,Real Madrid,0,-3,0.0,1.0,9.0,30.0,0,
81,6,8,31,4 - 1,8,4,1,5,Paris Saint-Germain,Club Brugge,1,3,0.8,0.2,19.0,7.0,0,
82,6,24,4,2 - 1,24,2,1,3,RB Leipzig,Manchester City,1,1,0.6666666666666666,0.3333333333333333,17.0,27.0,0,
83,6,25,5,1 - 2,5,1,2,3,AC Milan,Liverpool,0,-1,0.3333333333333333,0.6666666666666666,7.0,33.0,0,
84,6,12,7,1 - 3,7,1,3,4,FC Porto,Atlético Madrid,0,-2,0.25,0.75,10.0,19.0,0,
85,6,13,46,5 - 0,13,5,0,5,Borussia Dortmund,Besiktas,1,5,1.0,0.0,10.0,4.0,0,
86,6,17,29,4 - 2,17,4,2,6,Ajax,Sporting CP Lisbon,1,2,0.6666666666666666,0.3333333333333333,22.0,16.0,0,
87,6,1,18,2 - 0,1,2,0,2,Real Madrid,Internazionale,1,2,1.0,0.0,30.0,18.0,0,
88,6,21,104,1 - 1,104,1,1,2,Shakhtar Donetsk,Sheriff Tiraspol,0,0,0.5,0.5,6.0,9.0,0,
89,6,6,86,1 - 0,6,1,0,1,Juventus,Malmö FF,1,1,1.0,0.0,20.0,5.0,0,
90,6,30,9,3 - 3,9,3,3,6,Zenit St. Petersburg,Chelsea,0,0,0.5,0.5,8.0,25.0,0,
91,6,20,33,2 - 0,20,2,0,2,Benfica,Dynamo Kyiv,1,2,1.0,0.0,20.0,5.0,0,
92,6,2,3,3 - 0,2,3,0,3,Bayern München,FC Barcelona,1,3,1.0,0.0,26.0,15.0,0,
93,6,11,55,1 - 1,55,1,1,2,Manchester United,Young Boys,0,0,0.5,0.5,18.0,8.0,0,
95,6,28,10,1 - 0,28,1,0,1,FC Salzburg,Sevilla,1,1,1.0,0.0,17.0,12.0,0,
96,6,54,71,1 - 3,71,1,3,4,VfL Wolfsburg,Lille OSC,0,-2,0.25,0.75,8.0,17.0,0,
94,6,504,19,2 - 3,19,2,3,5,Atlantas Klaipeda,Villarreal,0,-1,0.4,0.6,,24.0,0,
97,7,8,1,1 - 0,8,1,0,1,Paris Saint-Germain,Real Madrid,1,1,1.0,0.0,19.0,30.0,0,
98,7,29,4,0 - 5,4,0,5,5,Sporting CP Lisbon,Manchester City,0,-5,0.0,1.0,16.0,27.0,0,
99,7,18,5,0 - 2,5,0,2,2,Internazionale,Liverpool,0,-2,0.0,1.0,18.0,33.0,0,
100,7,28,2,1 - 1,2,1,1,2,FC Salzburg,Bayern München,0,0,0.5,0.5,17.0,26.0,0,
101,7,19,6,1 - 1,6,1,1,2,Villarreal,Juventus,0,0,0.5,0.5,24.0,20.0,0,
102,7,9,71,2 - 0,9,2,0,2,Chelsea,Lille OSC,1,2,1.0,0.0,25.0,17.0,0,
103,7,7,11,1 - 1,11,1,1,2,Atlético Madrid,Manchester United,0,0,0.5,0.5,19.0,18.0,0,
104,7,20,17,2 - 2,17,2,2,4,Benfica,Ajax,0,0,0.5,0.5,20.0,22.0,0,
105,8,2,28,7 - 1,2,7,1,8,Bayern München,FC Salzburg,1,6,0.875,0.125,26.0,17.0,0,
106,8,5,18,0 - 1,18,0,1,1,Liverpool,Internazionale,0,-1,0.0,1.0,33.0,18.0,0,
107,8,4,29,0 - 0,29,0,0,0,Manchester City,Sporting CP Lisbon,0,0,,,27.0,16.0,1,29.0
108,8,1,8,3 - 1,1,3,1,4,Real Madrid,Paris Saint-Germain,1,2,0.75,0.25,30.0,19.0,0,
109,8,17,20,0 - 1,20,0,1,1,Ajax,Benfica,0,-1,0.0,1.0,22.0,20.0,0,
110,8,11,7,0 - 1,7,0,1,1,Manchester United,Atlético Madrid,0,-1,0.0,1.0,18.0,19.0,0,
111,8,71,9,1 - 2,9,1,2,3,Lille OSC,Chelsea,0,-1,0.3333333333333333,0.6666666666666666,17.0,25.0,0,
112,8,6,19,0 - 3,19,0,3,3,Juventus,Villarreal,0,-3,0.0,1.0,20.0,24.0,0,
113,9,4,7,1 - 0,4,1,0,1,Manchester City,Atlético Madrid,1,1,1.0,0.0,27.0,19.0,0,
114,9,20,5,1 - 3,5,1,3,4,Benfica,Liverpool,0,-2,0.25,0.75,20.0,33.0,0,
115,9,9,1,1 - 3,1,1,3,4,Chelsea,Real Madrid,0,-2,0.25,0.75,25.0,30.0,0,
116,9,19,2,1 - 0,19,1,0,1,Villarreal,Bayern München,1,1,1.0,0.0,24.0,26.0,0,
117,10,2,19,1 - 1,19,1,1,2,Bayern München,Villarreal,0,0,0.5,0.5,26.0,24.0,0,
118,10,1,9,2 - 3,9,2,3,5,Real Madrid,Chelsea,0,-1,0.4,0.6,30.0,25.0,0,
119,10,5,20,3 - 3,20,3,3,6,Liverpool,Benfica,0,0,0.5,0.5,33.0,20.0,0,
120,10,7,4,0 - 0,4,0,0,0,Atlético Madrid,Manchester City,0,0,,,19.0,27.0,1,4.0
121,11,4,1,4 - 3,4,4,3,7,Manchester City,Real Madrid,1,1,0.5714285714285714,0.42857142857142855,27.0,30.0,0,
122,11,5,19,2 - 0,5,2,0,2,Liverpool,Villarreal,1,2,1.0,0.0,33.0,24.0,0,
123,12,19,5,2 - 3,5,2,3,5,Villarreal,Liverpool,0,-1,0.4,0.6,24.0,33.0,0,
124,12,1,4,3 - 1,1,3,1,4,Real Madrid,Manchester City,1,2,0.75,0.25,30.0,27.0,0,
125,13,5,1,0 - 1,1,0,1,1,Liverpool,Real Madrid,0,-1,0.0,1.0,33.0,30.0,0,
