Match Number,Round Number,Home Team,Away Team,Result,Winner,Home Team Goals,Away Team Goals,Match Goals,Home Team Name,Away Team Name,Home is Winner,Goal Difference,Home Goals Ratio,Away Goals Ratio,Home Team Evaluation,Away Team Evaluation,Penalties,Penalties Winner
1,1.0,15,27,1 - 2,62,1,2,3,Benfica,CSKA Moscow,0,-1,0.3333333333333333,0.6666666666666666,4.0,17.0,0,
2,1.0,10,19,3 - 0,11,3,0,3,Manchester United,FC Basel,1,3,1.0,0.0,20.0,19.0,0,
13,1.0,1,26,3 - 0,2,3,0,3,Bayern München,Anderlecht,1,3,1.0,0.0,29.0,6.0,0,
14,1.0,25,7,0 - 5,8,0,5,5,Celtic,Paris Saint-Germain,0,-5,0.0,1.0,8.0,19.0,0,
25,1.0,8,28,6 - 0,9,6,0,6,Chelsea,Qarabag FK,1,6,1.0,0.0,18.0,6.0,0,
26,1.0,13,6,0 - 0,7,0,0,0,AS Roma,Atlético Madrid,0,0,,,25.0,28.0,1,7.0
37,1.0,2,5,3 - 0,3,3,0,3,FC Barcelona,Juventus,1,3,1.0,0.0,25.0,23.0,0,
38,1.0,23,20,2 - 3,29,2,3,5,Olympiakos Piraeus,Sporting CP Lisbon,0,-1,0.4,0.6,5.0,17.0,0,
49,1.0,31,30,1 - 1,115,1,1,2,NK Maribor,Spartak Moscow,0,0,0.5,0.5,7.0,11.0,0,
50,1.0,4,9,2 - 2,10,2,2,4,Liverpool,Sevilla,0,0,0.5,0.5,30.0,21.0,0,
61,1.0,21,3,0 - 4,4,0,4,4,Feyenoord,Manchester City,0,-4,0.0,1.0,6.0,22.0,0,
62,1.0,16,14,2 - 1,21,2,1,3,Shakhtar Donetsk,Napoli,1,1,0.6666666666666666,0.3333333333333333,19.0,10.0,0,
73,1.0,18,22,1 - 1,37,1,1,2,RB Leipzig,AS Monaco,0,0,0.5,0.5,17.0,6.0,0,
74,1.0,11,24,1 - 3,46,1,3,4,FC Porto,Besiktas,0,-2,0.25,0.75,17.0,19.0,0,
85,1.0,0,29,3 - 0,1,3,0,3,Real Madrid,APOEL Nicosia,1,3,1.0,0.0,32.0,6.0,0,
86,1.0,17,12,3 - 1,23,3,1,4,Tottenham Hotspur,Borussia Dortmund,1,2,0.75,0.25,21.0,10.0,0,
51,2.0,9,31,3 - 0,10,3,0,3,Sevilla,NK Maribor,1,3,1.0,0.0,21.0,7.0,0,
52,2.0,30,4,1 - 1,5,1,1,2,Spartak Moscow,Liverpool,0,0,0.5,0.5,11.0,30.0,0,
63,2.0,14,21,3 - 1,16,3,1,4,Napoli,Feyenoord,1,2,0.75,0.25,10.0,6.0,0,
64,2.0,3,16,2 - 0,4,2,0,2,Manchester City,Shakhtar Donetsk,1,2,1.0,0.0,22.0,19.0,0,
75,2.0,24,18,2 - 0,46,2,0,2,Besiktas,RB Leipzig,1,2,1.0,0.0,19.0,17.0,0,
76,2.0,22,11,0 - 3,12,0,3,3,AS Monaco,FC Porto,0,-3,0.0,1.0,6.0,17.0,0,
87,2.0,12,0,1 - 3,1,1,3,4,Borussia Dortmund,Real Madrid,0,-2,0.25,0.75,10.0,32.0,0,
88,2.0,29,17,0 - 3,23,0,3,3,APOEL Nicosia,Tottenham Hotspur,0,-3,0.0,1.0,6.0,21.0,0,
27,2.0,28,13,1 - 2,14,1,2,3,Qarabag FK,AS Roma,0,-1,0.3333333333333333,0.6666666666666666,6.0,25.0,0,
3,2.0,19,15,5 - 0,26,5,0,5,FC Basel,Benfica,1,5,1.0,0.0,19.0,4.0,0,
4,2.0,27,10,1 - 4,11,1,4,5,CSKA Moscow,Manchester United,0,-3,0.2,0.8,17.0,20.0,0,
15,2.0,7,1,3 - 0,8,3,0,3,Paris Saint-Germain,Bayern München,1,3,1.0,0.0,19.0,29.0,0,
16,2.0,26,25,0 - 3,50,0,3,3,Anderlecht,Celtic,0,-3,0.0,1.0,6.0,8.0,0,
28,2.0,6,8,1 - 2,9,1,2,3,Atlético Madrid,Chelsea,0,-1,0.3333333333333333,0.6666666666666666,28.0,18.0,0,
39,2.0,20,2,0 - 1,3,0,1,1,Sporting CP Lisbon,FC Barcelona,0,-1,0.0,1.0,17.0,25.0,0,
40,2.0,5,23,2 - 0,6,2,0,2,Juventus,Olympiakos Piraeus,1,2,1.0,0.0,23.0,5.0,0,
53,3.0,30,9,5 - 1,115,5,1,6,Spartak Moscow,Sevilla,1,4,0.8333333333333334,0.16666666666666666,11.0,21.0,0,
54,3.0,31,4,0 - 7,5,0,7,7,NK Maribor,Liverpool,0,-7,0.0,1.0,7.0,30.0,0,
65,3.0,3,14,2 - 1,4,2,1,3,Manchester City,Napoli,1,1,0.6666666666666666,0.3333333333333333,22.0,10.0,0,
66,3.0,21,16,1 - 2,21,1,2,3,Feyenoord,Shakhtar Donetsk,0,-1,0.3333333333333333,0.6666666666666666,6.0,19.0,0,
77,3.0,22,24,1 - 2,46,1,2,3,AS Monaco,Besiktas,0,-1,0.3333333333333333,0.6666666666666666,6.0,19.0,0,
78,3.0,18,11,3 - 2,24,3,2,5,RB Leipzig,FC Porto,1,1,0.6,0.4,17.0,17.0,0,
89,3.0,29,12,1 - 1,13,1,1,2,APOEL Nicosia,Borussia Dortmund,0,0,0.5,0.5,6.0,10.0,0,
90,3.0,0,17,1 - 1,23,1,1,2,Real Madrid,Tottenham Hotspur,0,0,0.5,0.5,32.0,21.0,0,
29,3.0,28,6,0 - 0,7,0,0,0,Qarabag FK,Atlético Madrid,0,0,,,6.0,28.0,1,7.0
5,3.0,27,19,0 - 2,26,0,2,2,CSKA Moscow,FC Basel,0,-2,0.0,1.0,17.0,19.0,0,
6,3.0,15,10,0 - 1,11,0,1,1,Benfica,Manchester United,0,-1,0.0,1.0,4.0,20.0,0,
17,3.0,26,7,0 - 4,8,0,4,4,Anderlecht,Paris Saint-Germain,0,-4,0.0,1.0,6.0,19.0,0,
18,3.0,1,25,3 - 0,2,3,0,3,Bayern München,Celtic,1,3,1.0,0.0,29.0,8.0,0,
30,3.0,8,13,3 - 3,14,3,3,6,Chelsea,AS Roma,0,0,0.5,0.5,18.0,25.0,0,
41,3.0,5,20,2 - 1,6,2,1,3,Juventus,Sporting CP Lisbon,1,1,0.6666666666666666,0.3333333333333333,23.0,17.0,0,
42,3.0,2,23,3 - 1,3,3,1,4,FC Barcelona,Olympiakos Piraeus,1,2,0.75,0.25,25.0,5.0,0,
7,4.0,19,27,1 - 2,62,1,2,3,FC Basel,CSKA Moscow,0,-1,0.3333333333333333,0.6666666666666666,19.0,17.0,0,
8,4.0,10,15,2 - 0,11,2,0,2,Manchester United,Benfica,1,2,1.0,0.0,20.0,4.0,0,
19,4.0,7,26,5 - 0,8,5,0,5,Paris Saint-Germain,Anderlecht,1,5,1.0,0.0,19.0,6.0,0,
20,4.0,25,1,1 - 2,2,1,2,3,Celtic,Bayern München,0,-1,0.3333333333333333,0.6666666666666666,8.0,29.0,0,
31,4.0,6,28,1 - 1,66,1,1,2,Atlético Madrid,Qarabag FK,0,0,0.5,0.5,28.0,6.0,0,
32,4.0,13,8,3 - 0,14,3,0,3,AS Roma,Chelsea,1,3,1.0,0.0,25.0,18.0,0,
43,4.0,20,5,1 - 1,6,1,1,2,Sporting CP Lisbon,Juventus,0,0,0.5,0.5,17.0,23.0,0,
44,4.0,23,2,0 - 0,3,0,0,0,Olympiakos Piraeus,FC Barcelona,0,0,,,5.0,25.0,1,3.0
79,4.0,24,22,1 - 1,37,1,1,2,Besiktas,AS Monaco,0,0,0.5,0.5,19.0,6.0,0,
55,4.0,9,30,2 - 1,10,2,1,3,Sevilla,Spartak Moscow,1,1,0.6666666666666666,0.3333333333333333,21.0,11.0,0,
56,4.0,4,31,3 - 0,5,3,0,3,Liverpool,NK Maribor,1,3,1.0,0.0,30.0,7.0,0,
67,4.0,14,3,2 - 4,4,2,4,6,Napoli,Manchester City,0,-2,0.3333333333333333,0.6666666666666666,10.0,22.0,0,
68,4.0,16,21,3 - 1,21,3,1,4,Shakhtar Donetsk,Feyenoord,1,2,0.75,0.25,19.0,6.0,0,
80,4.0,11,18,3 - 1,12,3,1,4,FC Porto,RB Leipzig,1,2,0.75,0.25,17.0,17.0,0,
91,4.0,12,29,1 - 1,80,1,1,2,Borussia Dortmund,APOEL Nicosia,0,0,0.5,0.5,10.0,6.0,0,
92,4.0,17,0,3 - 1,23,3,1,4,Tottenham Hotspur,Real Madrid,1,2,0.75,0.25,21.0,32.0,0,
57,5.0,30,31,1 - 1,120,1,1,2,Spartak Moscow,NK Maribor,0,0,0.5,0.5,11.0,7.0,0,
81,5.0,24,11,1 - 1,12,1,1,2,Besiktas,FC Porto,0,0,0.5,0.5,19.0,17.0,0,
58,5.0,9,4,3 - 3,5,3,3,6,Sevilla,Liverpool,0,0,0.5,0.5,21.0,30.0,0,
69,5.0,3,21,1 - 0,4,1,0,1,Manchester City,Feyenoord,1,1,1.0,0.0,22.0,6.0,0,
70,5.0,14,16,3 - 0,16,3,0,3,Napoli,Shakhtar Donetsk,1,3,1.0,0.0,10.0,19.0,0,
82,5.0,22,18,1 - 4,24,1,4,5,AS Monaco,RB Leipzig,0,-3,0.2,0.8,6.0,17.0,0,
93,5.0,29,0,0 - 6,1,0,6,6,APOEL Nicosia,Real Madrid,0,-6,0.0,1.0,6.0,32.0,0,
94,5.0,12,17,1 - 2,23,1,2,3,Borussia Dortmund,Tottenham Hotspur,0,-1,0.3333333333333333,0.6666666666666666,10.0,21.0,0,
9,5.0,27,15,2 - 0,62,2,0,2,CSKA Moscow,Benfica,1,2,1.0,0.0,17.0,4.0,0,
33,5.0,28,8,0 - 4,9,0,4,4,Qarabag FK,Chelsea,0,-4,0.0,1.0,6.0,18.0,0,
10,5.0,19,10,1 - 0,26,1,0,1,FC Basel,Manchester United,1,1,1.0,0.0,19.0,20.0,0,
21,5.0,26,1,1 - 2,2,1,2,3,Anderlecht,Bayern München,0,-1,0.3333333333333333,0.6666666666666666,6.0,29.0,0,
22,5.0,7,25,7 - 1,8,7,1,8,Paris Saint-Germain,Celtic,1,6,0.875,0.125,19.0,8.0,0,
34,5.0,6,13,2 - 0,7,2,0,2,Atlético Madrid,AS Roma,1,2,1.0,0.0,28.0,25.0,0,
45,5.0,5,2,0 - 0,3,0,0,0,Juventus,FC Barcelona,0,0,,,23.0,25.0,1,3.0
46,5.0,20,23,3 - 1,29,3,1,4,Sporting CP Lisbon,Olympiakos Piraeus,1,2,0.75,0.25,17.0,5.0,0,
11,6.0,15,19,0 - 2,26,0,2,2,Benfica,FC Basel,0,-2,0.0,1.0,4.0,19.0,0,
12,6.0,10,27,2 - 1,11,2,1,3,Manchester United,CSKA Moscow,1,1,0.6666666666666666,0.3333333333333333,20.0,17.0,0,
23,6.0,1,7,3 - 1,2,3,1,4,Bayern München,Paris Saint-Germain,1,2,0.75,0.25,29.0,19.0,0,
24,6.0,25,26,0 - 1,53,0,1,1,Celtic,Anderlecht,0,-1,0.0,1.0,8.0,6.0,0,
35,6.0,8,6,1 - 1,7,1,1,2,Chelsea,Atlético Madrid,0,0,0.5,0.5,18.0,28.0,0,
36,6.0,13,28,1 - 0,14,1,0,1,AS Roma,Qarabag FK,1,1,1.0,0.0,25.0,6.0,0,
47,6.0,2,20,2 - 0,3,2,0,2,FC Barcelona,Sporting CP Lisbon,1,2,1.0,0.0,25.0,17.0,0,
48,6.0,23,5,0 - 2,6,0,2,2,Olympiakos Piraeus,Juventus,0,-2,0.0,1.0,5.0,23.0,0,
59,6.0,31,9,1 - 1,10,1,1,2,NK Maribor,Sevilla,0,0,0.5,0.5,7.0,21.0,0,
60,6.0,4,30,7 - 0,5,7,0,7,Liverpool,Spartak Moscow,1,7,1.0,0.0,30.0,11.0,0,
71,6.0,21,14,2 - 1,36,2,1,3,Feyenoord,Napoli,1,1,0.6666666666666666,0.3333333333333333,6.0,10.0,0,
72,6.0,16,3,2 - 1,21,2,1,3,Shakhtar Donetsk,Manchester City,1,1,0.6666666666666666,0.3333333333333333,19.0,22.0,0,
83,6.0,18,24,1 - 2,46,1,2,3,RB Leipzig,Besiktas,0,-1,0.3333333333333333,0.6666666666666666,17.0,19.0,0,
84,6.0,11,22,5 - 2,12,5,2,7,FC Porto,AS Monaco,1,3,0.7142857142857143,0.2857142857142857,17.0,6.0,0,
95,6.0,0,12,3 - 2,1,3,2,5,Real Madrid,Borussia Dortmund,1,1,0.6,0.4,32.0,10.0,0,
96,6.0,17,29,3 - 0,23,3,0,3,Tottenham Hotspur,APOEL Nicosia,1,3,1.0,0.0,21.0,6.0,0,
97,7.0,5,17,2 - 2,23,2,2,4,Juventus,Tottenham Hotspur,0,0,0.5,0.5,23.0,21.0,0,
98,7.0,19,3,0 - 4,4,0,4,4,FC Basel,Manchester City,0,-4,0.0,1.0,19.0,22.0,0,
99,7.0,11,4,0 - 5,5,0,5,5,FC Porto,Liverpool,0,-5,0.0,1.0,17.0,30.0,0,
100,7.0,0,7,3 - 1,1,3,1,4,Real Madrid,Paris Saint-Germain,1,2,0.75,0.25,32.0,19.0,0,
101,7.0,8,2,1 - 1,3,1,1,2,Chelsea,FC Barcelona,0,0,0.5,0.5,18.0,25.0,0,
102,7.0,1,24,5 - 0,2,5,0,5,Bayern München,Besiktas,1,5,1.0,0.0,29.0,19.0,0,
103,7.0,9,10,0 - 0,11,0,0,0,Sevilla,Manchester United,0,0,,,21.0,20.0,1,11.0
104,7.0,16,13,2 - 1,21,2,1,3,Shakhtar Donetsk,AS Roma,1,1,0.6666666666666666,0.3333333333333333,19.0,25.0,0,
105,8.0,4,11,0 - 0,12,0,0,0,Liverpool,FC Porto,0,0,,,30.0,17.0,1,12.0
106,8.0,7,0,1 - 2,1,1,2,3,Paris Saint-Germain,Real Madrid,0,-1,0.3333333333333333,0.6666666666666666,19.0,32.0,0,
107,8.0,17,5,1 - 2,6,1,2,3,Tottenham Hotspur,Juventus,0,-1,0.3333333333333333,0.6666666666666666,21.0,23.0,0,
108,8.0,3,19,1 - 2,26,1,2,3,Manchester City,FC Basel,0,-1,0.3333333333333333,0.6666666666666666,22.0,19.0,0,
109,8.0,10,9,1 - 2,10,1,2,3,Manchester United,Sevilla,0,-1,0.3333333333333333,0.6666666666666666,20.0,21.0,0,
110,8.0,13,16,1 - 0,14,1,0,1,AS Roma,Shakhtar Donetsk,1,1,1.0,0.0,25.0,19.0,0,
112,8.0,24,1,1 - 3,2,1,3,4,Besiktas,Bayern München,0,-2,0.25,0.75,19.0,29.0,0,
111,8.0,2,8,3 - 0,3,3,0,3,FC Barcelona,Chelsea,1,3,1.0,0.0,25.0,18.0,0,
113,9.0,9,1,1 - 2,2,1,2,3,Sevilla,Bayern München,0,-1,0.3333333333333333,0.6666666666666666,21.0,29.0,0,
114,9.0,5,0,0 - 3,1,0,3,3,Juventus,Real Madrid,0,-3,0.0,1.0,23.0,32.0,0,
115,9.0,4,3,3 - 0,5,3,0,3,Liverpool,Manchester City,1,3,1.0,0.0,30.0,22.0,0,
116,9.0,2,13,4 - 1,3,4,1,5,FC Barcelona,AS Roma,1,3,0.8,0.2,25.0,25.0,0,
117,10.0,3,4,1 - 2,5,1,2,3,Manchester City,Liverpool,0,-1,0.3333333333333333,0.6666666666666666,22.0,30.0,0,
118,10.0,13,2,3 - 0,14,3,0,3,AS Roma,FC Barcelona,1,3,1.0,0.0,25.0,25.0,0,
119,10.0,1,9,0 - 0,10,0,0,0,Bayern München,Sevilla,0,0,,,29.0,21.0,1,10.0
120,10.0,0,5,1 - 3,6,1,3,4,Real Madrid,Juventus,0,-2,0.25,0.75,32.0,23.0,0,
121,11.0,4,13,5 - 2,5,5,2,7,Liverpool,AS Roma,1,3,0.7142857142857143,0.2857142857142857,30.0,25.0,0,
122,11.0,1,0,1 - 2,1,1,2,3,Bayern München,Real Madrid,0,-1,0.3333333333333333,0.6666666666666666,29.0,32.0,0,
123,12.0,0,1,2 - 2,2,2,2,4,Real Madrid,Bayern München,0,0,0.5,0.5,32.0,29.0,0,
124,12.0,13,4,4 - 2,14,4,2,6,AS Roma,Liverpool,1,2,0.6666666666666666,0.3333333333333333,25.0,30.0,0,
125,13.0,0,4,3 - 1,1,3,1,4,Real Madrid,Liverpool,1,2,0.75,0.25,32.0,30.0,0,
1,1.0,18,23,2 - 1,18,2,1,3,Internazionale,Tottenham Hotspur,1,1,0.6666666666666666,0.3333333333333333,15.0,26.0,0,
2,1.0,3,32,4 - 0,3,4,0,4,FC Barcelona,PSV Eindhoven,1,4,1.0,0.0,30.0,6.0,0,
3,1.0,37,7,1 - 2,7,1,2,3,AS Monaco,Atlético Madrid,0,-1,0.3333333333333333,0.6666666666666666,5.0,20.0,0,
4,1.0,31,13,0 - 1,13,0,1,1,Club Brugge,Borussia Dortmund,0,-1,0.0,1.0,11.0,18.0,0,
5,1.0,570,16,0 - 0,16,0,0,0,Crvena zvezda,Napoli,0,0,,,,18.0,1,16.0
6,1.0,5,8,3 - 2,5,3,2,5,Liverpool,Paris Saint-Germain,1,1,0.6,0.4,29.0,19.0,0,
7,1.0,51,12,1 - 1,12,1,1,2,Schalke 04,FC Porto,0,0,0.5,0.5,17.0,23.0,0,
8,1.0,64,74,3 - 0,64,3,0,3,Galatasaray,Lokomotiv Moscow,1,3,1.0,0.0,8.0,6.0,0,
9,1.0,17,134,3 - 0,17,3,0,3,Ajax,AEK Athens,1,3,1.0,0.0,27.0,4.0,0,
10,1.0,21,111,2 - 2,111,2,2,4,Shakhtar Donetsk,1899 Hoffenheim,0,0,0.5,0.5,10.0,7.0,0,
11,1.0,20,2,0 - 2,2,0,2,2,Benfica,Bayern München,0,-2,0.0,1.0,17.0,20.0,0,
12,1.0,4,27,1 - 2,27,1,2,3,Manchester City,Olympique Lyon,0,-1,0.3333333333333333,0.6666666666666666,25.0,17.0,0,
13,1.0,60,62,2 - 2,62,2,2,4,Viktoria Plzen,CSKA Moscow,0,0,0.5,0.5,11.0,9.0,0,
14,1.0,1,14,3 - 0,1,3,0,3,Real Madrid,AS Roma,1,3,1.0,0.0,19.0,17.0,0,
15,1.0,63,6,0 - 2,6,0,2,2,Valencia,Juventus,0,-2,0.0,1.0,23.0,21.0,0,
16,1.0,55,11,0 - 3,11,0,3,3,Young Boys,Manchester United,0,-3,0.0,1.0,7.0,19.0,0,
17,2.0,111,4,1 - 2,4,1,2,3,1899 Hoffenheim,Manchester City,0,-1,0.3333333333333333,0.6666666666666666,7.0,25.0,0,
18,2.0,6,55,3 - 0,6,3,0,3,Juventus,Young Boys,1,3,1.0,0.0,21.0,7.0,0,
19,2.0,134,20,2 - 3,20,2,3,5,AEK Athens,Benfica,0,-1,0.4,0.6,4.0,17.0,0,
20,2.0,2,17,1 - 1,17,1,1,2,Bayern München,Ajax,0,0,0.5,0.5,20.0,27.0,0,
21,2.0,27,21,2 - 2,21,2,2,4,Olympique Lyon,Shakhtar Donetsk,0,0,0.5,0.5,17.0,10.0,0,
22,2.0,14,60,5 - 0,14,5,0,5,AS Roma,Viktoria Plzen,1,5,1.0,0.0,17.0,11.0,0,
23,2.0,62,1,1 - 0,62,1,0,1,CSKA Moscow,Real Madrid,1,1,1.0,0.0,9.0,19.0,0,
24,2.0,11,63,0 - 0,63,0,0,0,Manchester United,Valencia,0,0,,,19.0,23.0,1,63.0
25,2.0,8,570,6 - 1,8,6,1,7,Paris Saint-Germain,Crvena zvezda,1,5,0.8571428571428571,0.14285714285714285,19.0,,0,
26,2.0,74,51,0 - 1,51,0,1,1,Lokomotiv Moscow,Schalke 04,0,-1,0.0,1.0,6.0,17.0,0,
27,2.0,13,37,3 - 0,13,3,0,3,Borussia Dortmund,AS Monaco,1,3,1.0,0.0,18.0,5.0,0,
28,2.0,7,31,3 - 1,7,3,1,4,Atlético Madrid,Club Brugge,1,2,0.75,0.25,20.0,11.0,0,
29,2.0,32,18,1 - 2,18,1,2,3,PSV Eindhoven,Internazionale,0,-1,0.3333333333333333,0.6666666666666666,6.0,15.0,0,
30,2.0,23,3,2 - 4,3,2,4,6,Tottenham Hotspur,FC Barcelona,0,-2,0.3333333333333333,0.6666666666666666,26.0,30.0,0,
31,2.0,16,5,1 - 0,16,1,0,1,Napoli,Liverpool,1,1,1.0,0.0,18.0,29.0,0,
32,2.0,12,64,1 - 0,12,1,0,1,FC Porto,Galatasaray,1,1,1.0,0.0,23.0,8.0,0,
33,3.0,134,2,0 - 2,2,0,2,2,AEK Athens,Bayern München,0,-2,0.0,1.0,4.0,20.0,0,
34,3.0,55,63,1 - 1,63,1,1,2,Young Boys,Valencia,0,0,0.5,0.5,7.0,23.0,0,
35,3.0,17,20,1 - 0,17,1,0,1,Ajax,Benfica,1,1,1.0,0.0,27.0,17.0,0,
36,3.0,21,4,0 - 3,4,0,3,3,Shakhtar Donetsk,Manchester City,0,-3,0.0,1.0,10.0,25.0,0,
37,3.0,111,27,3 - 3,27,3,3,6,1899 Hoffenheim,Olympique Lyon,0,0,0.5,0.5,7.0,17.0,0,
38,3.0,1,60,2 - 1,1,2,1,3,Real Madrid,Viktoria Plzen,1,1,0.6666666666666666,0.3333333333333333,19.0,11.0,0,
39,3.0,14,62,3 - 0,14,3,0,3,AS Roma,CSKA Moscow,1,3,1.0,0.0,17.0,9.0,0,
40,3.0,11,6,0 - 1,6,0,1,1,Manchester United,Juventus,0,-1,0.0,1.0,19.0,21.0,0,
41,3.0,31,37,1 - 1,37,1,1,2,Club Brugge,AS Monaco,0,0,0.5,0.5,11.0,5.0,0,
42,3.0,32,23,2 - 2,23,2,2,4,PSV Eindhoven,Tottenham Hotspur,0,0,0.5,0.5,6.0,26.0,0,
43,3.0,13,7,4 - 0,13,4,0,4,Borussia Dortmund,Atlético Madrid,1,4,1.0,0.0,18.0,20.0,0,
44,3.0,3,18,2 - 0,3,2,0,2,FC Barcelona,Internazionale,1,2,1.0,0.0,30.0,15.0,0,
45,3.0,5,570,4 - 0,5,4,0,4,Liverpool,Crvena zvezda,1,4,1.0,0.0,29.0,,0,
46,3.0,8,16,2 - 2,16,2,2,4,Paris Saint-Germain,Napoli,0,0,0.5,0.5,19.0,18.0,0,
47,3.0,64,51,0 - 0,51,0,0,0,Galatasaray,Schalke 04,0,0,,,8.0,17.0,1,51.0
48,3.0,74,12,1 - 3,12,1,3,4,Lokomotiv Moscow,FC Porto,0,-2,0.25,0.75,6.0,23.0,0,
49,4.0,37,31,0 - 4,31,0,4,4,AS Monaco,Club Brugge,0,-4,0.0,1.0,5.0,11.0,0,
50,4.0,570,5,2 - 0,570,2,0,2,Crvena zvezda,Liverpool,1,2,1.0,0.0,,29.0,0,
51,4.0,7,13,2 - 0,7,2,0,2,Atlético Madrid,Borussia Dortmund,1,2,1.0,0.0,20.0,18.0,0,
52,4.0,18,3,1 - 1,3,1,1,2,Internazionale,FC Barcelona,0,0,0.5,0.5,15.0,30.0,0,
53,4.0,23,32,2 - 1,23,2,1,3,Tottenham Hotspur,PSV Eindhoven,1,1,0.6666666666666666,0.3333333333333333,26.0,6.0,0,
54,4.0,16,8,1 - 1,8,1,1,2,Napoli,Paris Saint-Germain,0,0,0.5,0.5,18.0,19.0,0,
55,4.0,51,64,2 - 0,51,2,0,2,Schalke 04,Galatasaray,1,2,1.0,0.0,17.0,8.0,0,
56,4.0,12,74,4 - 1,12,4,1,5,FC Porto,Lokomotiv Moscow,1,3,0.8,0.2,23.0,6.0,0,
57,4.0,62,14,1 - 2,14,1,2,3,CSKA Moscow,AS Roma,0,-1,0.3333333333333333,0.6666666666666666,9.0,17.0,0,
58,4.0,63,55,3 - 1,63,3,1,4,Valencia,Young Boys,1,2,0.75,0.25,23.0,7.0,0,
59,4.0,20,17,1 - 1,17,1,1,2,Benfica,Ajax,0,0,0.5,0.5,17.0,27.0,0,
60,4.0,2,134,2 - 0,2,2,0,2,Bayern München,AEK Athens,1,2,1.0,0.0,20.0,4.0,0,
61,4.0,4,21,6 - 0,4,6,0,6,Manchester City,Shakhtar Donetsk,1,6,1.0,0.0,25.0,10.0,0,
62,4.0,27,111,2 - 2,111,2,2,4,Olympique Lyon,1899 Hoffenheim,0,0,0.5,0.5,17.0,7.0,0,
63,4.0,60,1,0 - 5,1,0,5,5,Viktoria Plzen,Real Madrid,0,-5,0.0,1.0,11.0,19.0,0,
64,4.0,6,11,1 - 2,11,1,2,3,Juventus,Manchester United,0,-1,0.3333333333333333,0.6666666666666666,21.0,19.0,0,
65,5.0,134,17,0 - 2,17,0,2,2,AEK Athens,Ajax,0,-2,0.0,1.0,4.0,27.0,0,
66,5.0,62,60,1 - 2,60,1,2,3,CSKA Moscow,Viktoria Plzen,0,-1,0.3333333333333333,0.6666666666666666,9.0,11.0,0,
67,5.0,2,20,5 - 1,2,5,1,6,Bayern München,Benfica,1,4,0.8333333333333334,0.16666666666666666,20.0,17.0,0,
68,5.0,27,4,2 - 2,4,2,2,4,Olympique Lyon,Manchester City,0,0,0.5,0.5,17.0,25.0,0,
69,5.0,111,21,2 - 3,21,2,3,5,1899 Hoffenheim,Shakhtar Donetsk,0,-1,0.4,0.6,7.0,10.0,0,
70,5.0,14,1,0 - 2,1,0,2,2,AS Roma,Real Madrid,0,-2,0.0,1.0,17.0,19.0,0,
71,5.0,6,63,1 - 0,6,1,0,1,Juventus,Valencia,1,1,1.0,0.0,21.0,23.0,0,
72,5.0,11,55,1 - 0,11,1,0,1,Manchester United,Young Boys,1,1,1.0,0.0,19.0,7.0,0,
73,5.0,7,37,2 - 0,7,2,0,2,Atlético Madrid,AS Monaco,1,2,1.0,0.0,20.0,5.0,0,
74,5.0,74,64,2 - 0,74,2,0,2,Lokomotiv Moscow,Galatasaray,1,2,1.0,0.0,6.0,8.0,0,
75,5.0,13,31,0 - 0,31,0,0,0,Borussia Dortmund,Club Brugge,0,0,,,18.0,11.0,1,31.0
76,5.0,23,18,1 - 0,23,1,0,1,Tottenham Hotspur,Internazionale,1,1,1.0,0.0,26.0,15.0,0,
77,5.0,32,3,1 - 2,3,1,2,3,PSV Eindhoven,FC Barcelona,0,-1,0.3333333333333333,0.6666666666666666,6.0,30.0,0,
78,5.0,16,570,3 - 1,16,3,1,4,Napoli,Crvena zvezda,1,2,0.75,0.25,18.0,,0,
79,5.0,8,5,2 - 1,8,2,1,3,Paris Saint-Germain,Liverpool,1,1,0.6666666666666666,0.3333333333333333,19.0,29.0,0,
80,5.0,12,51,3 - 1,12,3,1,4,FC Porto,Schalke 04,1,2,0.75,0.25,23.0,17.0,0,
81,6.0,51,74,1 - 0,51,1,0,1,Schalke 04,Lokomotiv Moscow,1,1,1.0,0.0,17.0,6.0,0,
82,6.0,64,12,2 - 3,12,2,3,5,Galatasaray,FC Porto,0,-1,0.4,0.6,8.0,23.0,0,
83,6.0,37,13,0 - 2,13,0,2,2,AS Monaco,Borussia Dortmund,0,-2,0.0,1.0,5.0,18.0,0,
84,6.0,31,7,0 - 0,7,0,0,0,Club Brugge,Atlético Madrid,0,0,,,11.0,20.0,1,7.0
85,6.0,18,32,1 - 1,32,1,1,2,Internazionale,PSV Eindhoven,0,0,0.5,0.5,15.0,6.0,0,
86,6.0,3,23,1 - 1,23,1,1,2,FC Barcelona,Tottenham Hotspur,0,0,0.5,0.5,30.0,26.0,0,
87,6.0,570,8,1 - 4,8,1,4,5,Crvena zvezda,Paris Saint-Germain,0,-3,0.2,0.8,,19.0,0,
88,6.0,5,16,1 - 0,5,1,0,1,Liverpool,Napoli,1,1,1.0,0.0,29.0,18.0,0,
89,6.0,60,14,2 - 1,60,2,1,3,Viktoria Plzen,AS Roma,1,1,0.6666666666666666,0.3333333333333333,11.0,17.0,0,
90,6.0,1,62,0 - 3,62,0,3,3,Real Madrid,CSKA Moscow,0,-3,0.0,1.0,19.0,9.0,0,
